Id,SalePrice
2012,134703.44162247458
506,231873.8092067431
2865,196221.07537896378
2367,109326.67580315538
554,109276.79850533683
238,144420.2203666767
1954,107210.66075861156
2488,135604.26495262
2291,94043.55479093832
1969,73904.81856089862
2725,160266.74054490222
1482,162750.209055186
2763,219007.55364795367
503,254666.8402709139
1584,243441.20532020068
1531,160790.43373335968
2210,185402.28636232048
459,339923.36459684547
556,127345.65054265494
1347,175690.5739267276
1290,83772.31080381025
1388,105911.94868189663
1571,190018.3865895714
2754,226702.79189887398
765,133105.6762194986
2494,121965.25136194663
2870,193005.5785214646
7,239163.0766472047
1114,252288.77831644792
2418,282718.98949728644
291,137064.55020135024
18,326515.6121158637
39,342913.9918927196
1001,267144.1552388393
2442,253438.05699336476
616,132978.84380868144
2680,45770.997138457315
1414,126946.71332358083
289,165273.33075983368
40,271831.0137383992
860,123833.99636432543
409,135548.5962334443
673,153599.56500586253
2427,203132.6395085362
2036,204367.73714931338
2564,139147.0448582283
642,206703.49157639203
1008,184838.7298036082
1908,165298.08949514624
2519,207401.24826459252
1369,89266.68325858604
2855,166320.2785219794
712,106139.2395358455
1943,127235.82750007778
1958,134228.753595536
107,178817.62675000564
2295,193478.0005760553
704,113057.03910970183
676,142620.06560684773
259,187839.69005155054
93,290962.6515811983
106,250501.82329445158
2315,174501.10150358992
1050,106869.63045958456
1095,203865.09761247874
2709,135609.08393604588
758,166778.69187736444
1496,146683.3884661311
2370,128718.76223607594
2458,265890.64984274696
2733,130996.18172068267
161,278967.79905272526
726,169849.07123414183
845,238833.66384471382
947,268516.22103890043
2232,102533.22368726508
2563,132127.83492216544
2299,160114.058639534
211,75958.07926844634
605,207820.82995035246
1478,226121.09302170298
2247,262203.6058676946
2274,202351.90786436124
2869,200859.42674038175
967,239814.62905956164
2656,104831.49204235144
667,247790.11752914445
1042,113059.0343605228
2023,167181.63672425394
2447,360339.4319119293
2055,117131.0000028082
2275,284086.88148647547
2204,186064.74402325612
1563,261391.09589315305
483,227428.46560053484
796,159359.77076658982
1526,153084.10327889706
2042,159569.49297388791
442,340376.48738535575
1693,311008.30888014205
1468,233586.01762992155
1430,178142.93436656936
2605,190061.54956107898
1529,197458.2336174804
335,136813.49885976422
1287,128817.49999955195
31,106278.8815166112
1785,306662.2427891087
82,155882.58106065216
2620,155911.76480199967
252,205374.18728715018
721,61348.56315071897
2165,208138.68109923066
2316,159048.08245256136
775,120868.28116612788
1558,103295.96237766791
17,207401.1903761279
1022,263268.7860074355
925,114613.28257617298
438,288762.8910363181
1270,152176.1504524002
1272,121424.18027457994
215,146984.97733387607
266,237177.29564265977
2402,278826.9037932735
1250,136786.18693239908
1984,122386.30170237707
1279,146319.13789574872
377,254290.91580460028
1252,116103.11616907055
2156,270610.8965127234
499,303095.000534085
1374,119830.13597262697
2898,250781.1919383704
401,107572.0789828243
2721,172771.93159993348
2078,239416.9909270019
2589,123154.57405804176
1946,262292.7949627372
1334,114609.56640906089
2781,257027.40895969467
431,375354.9035803969
576,221735.35075630405
1474,224762.97833198763
2254,137796.7645172126
2155,285532.467858237
885,94853.34578370252
643,135738.76312921694
1944,132505.66214172653
480,213569.33703938223
2845,111410.99523474302
2387,297096.59478804993
2407,225428.23481555568
2527,162250.5329718924
2514,176994.53969085487
629,180352.84514482517
80,226842.36957226804
1876,140172.21353315492
1546,118627.81328734834
2518,182615.02112748774
2347,150924.24033202045
783,198609.81348013104
1322,54310.90867381469
194,90479.03473752107
1770,292900.3000379849
2143,150060.88614759437
1229,203640.91522112914
511,285035.20161153056
46,225509.45226730208
1348,184066.83559255695
2465,215886.997980097
387,247587.2022256725
873,230443.20717248062
1918,104207.4216571383
2764,246250.33032881288
2184,103907.65249713171
934,149573.09189376538
1920,123927.73403915315
2631,142319.34100586083
1768,505162.83326644765
2040,124421.6475135402
1749,232193.58919847093
834,249085.46883937082
1457,264901.04503749975
79,109638.44170758751
2302,103272.35715757111
1817,133445.6589640294
2755,265275.4118378046
359,169821.1783630974
2059,107898.35955414161
2092,252373.65882722673
2516,259538.37403401063
150,101015.92179977437
1656,149614.73862567465
83,111809.98690594878
2411,204949.53439022694
795,56525.877815720945
2312,240025.4675557562
2917,102895.84752021615
1624,203369.33338009
2215,265750.1688457748
1211,147921.8858291217
1485,162750.209055186
1024,174778.98779559665
570,206022.40746649553
2874,144094.74290075857
700,184572.36244318113
2756,246378.4598722402
2022,198330.1480209064
583,213128.24714983662
2392,336578.7171903533
2424,224573.06697997273
212,108605.75681578484
736,123040.86251496646
1610,170489.39297661543
890,125297.87283641726
467,189592.11315023582
578,238421.89542252026
1747,189065.51665549356
1149,198350.46324321226
2758,257768.66447243508
857,129550.13993805039
2219,274003.42664194934
733,100638.44999684753
2909,107886.45582893488
1798,280697.40325204737
235,113810.63349314232
2366,150630.51427887136
1027,132230.97887459004
1195,143366.78972597545
1303,25117.105193141295
148,176590.31814729908
608,155819.30454734096
2515,206287.90185211727
821,293946.4388036862
2500,285357.2533146775
745,110306.17248924832
741,151920.30396116784
1611,139404.03281232298
2532,121541.18118930937
1081,238990.93172133778
1692,398350.7955828907
2520,204108.83552043032
276,98888.29092083873
1992,138388.5632027769
663,17118.72246770133
418,132444.2503795251
1733,199502.00846304814
2359,149580.7413717355
253,218898.49128091577
1518,177310.8796700925
2035,163584.54472005507
2919,80615.01561412848
1540,218196.9572994697
2120,145171.37242228969
1674,211337.69221454053
256,141770.78886791028
2361,94405.28132389013
978,73133.75582124744
2280,136553.42843261707
2095,235819.4817265499
1709,301571.7209070785
2801,236413.71702695038
1246,112439.99515835497
2373,110242.50832447252
1055,276675.8184673218
2017,136702.12679869705
1099,272748.15569585963
1344,59717.0799271851
835,188021.34109763606
1117,249461.64146483454
2043,79655.89144747033
2085,143237.36915806687
410,159254.65374021424
2650,123087.10076512635
2867,157978.36447253905
1668,114764.81421895469
1161,195654.2213351197
2122,198327.15112481543
2539,144455.90527706544
1047,145904.55415879123
1445,115454.1148763016
541,137189.88723974436
569,250321.24870213476
1276,139759.24554482452
918,128835.55766413038
326,172823.11822341094
1936,124148.33275835776
895,95725.98638443473
257,128950.514600356
1241,182193.90628052905
1545,113131.0909395039
1189,200604.33236628846
270,162750.209055186
2066,198643.99105802973
693,106528.39727803753
1259,183407.49756105218
2916,144155.1792347907
2321,295208.7377320827
1977,95266.45442170356
1895,155339.2181491156
1240,160599.78175747656
85,158384.75961379823
1823,110008.85209153705
825,283468.97388990765
110,241788.15735156788
697,118604.11809710957
2297,88269.5276742585
1231,138960.89337382524
1355,134154.70383311505
968,340514.09948589414
584,225724.6287157013
1315,141948.81440935304
1606,127564.89421850465
206,92442.4021728848
1685,335879.9879858636
2016,131701.80495304387
869,238887.30446031562
2135,115839.82037978734
2346,165794.4619241994
2430,239453.06887450416
2198,89247.01827553252
2652,126465.73497065317
27,106843.87773399292
241,179459.04843995892
906,120150.64495892229
1506,118089.85880140973
2098,341671.993056015
1435,213350.5297014225
2213,92226.71327957521
1274,148221.15661718822
743,-9503.534894321376
1737,219699.4168049817
2797,276100.71068548167
2185,44090.93200149888
58,149889.50009869787
830,220145.8604928298
808,112329.02999752457
680,169236.41102409767
1153,110054.00787196198
1291,171349.381489966
1818,146422.76424889464
2161,208734.7781576131
1883,131770.01241766318
350,334846.7709147809
2473,151199.1865344754
295,186636.51782187176
293,207469.54757601258
859,109542.87177366487
288,70719.8139703311
1578,139312.09224807358
102,193091.93128331867
2831,209842.30873213132
1030,181728.5997861754
2551,140910.497934375
1286,155901.41425945895
958,307807.5194351337
776,118117.55779525162
72,224703.531515205
2263,267609.9582517779
1866,143256.34077392938
2876,52191.55434431358
2146,282251.9597867632
103,199837.51327282595
1500,132263.73106584905
492,173198.89239128408
167,142905.76227399465
2597,118657.23336935943
2685,114644.53184980285
1035,144281.3150421534
1220,36602.46450928354
2602,151160.14949614185
2159,230474.93101277982
695,171955.15935921363
1109,258809.02135833283
640,191322.47094403638
1652,148096.74036812523
2090,205027.31821523776
1188,209563.58422350057
2345,227110.74299837876
1059,371825.68759942136
2751,265283.77547762915
128,221373.78284753027
1523,179912.39566318275
2925,151464.1046307639
2145,313976.1155984693
1121,243028.33791730698
566,319082.79430434736
565,229206.71712566377
1331,151113.4120745744
2928,104845.87841881315
156,134136.74211594407
797,143236.13834005425
327,93622.4605643332
2859,146661.60663496912
1453,102428.26767842744
1762,333587.31053443707
1868,205635.1088148028
1760,173884.2216660228
1113,272234.52899258933
1812,214519.83990737793
117,159875.7178887355
1142,214250.2067053503
2342,349689.8542819046
927,132128.76183111803
2478,193463.51568806326
655,77574.89631981993
2064,127128.07717386054
369,238401.11727090203
2239,126848.83375583883
2732,210054.72174047894
1653,173282.21227215222
959,209513.28376135413
2395,323215.4309146118
1412,95089.18787237952
271,265841.51455069054
1484,162750.209055186
1497,146530.15732538485
552,151470.5080571489
2,127619.44194275839
1855,301764.8002984902
4,305657.18226615444
2292,148119.82711477205
134,140060.6116903933
646,107505.56738671371
42,306695.81897521985
532,247190.43097144223
713,99738.08659104446
2561,129858.9813790437
2360,128756.9670703254
1333,125621.60127398354
1407,191663.8009903302
2892,282063.26356215496
574,239677.45619461685
1227,182040.13929814874
2591,231484.34468605655
1476,231986.15349580103
1125,263926.1403959888
1446,140193.6263346809
408,118964.01756547208
1101,286049.6163907625
2251,212367.45988755027
373,193232.87211883682
2554,115329.44704986276
2382,278467.6841145803
1985,85361.1491245576
519,236181.29559084185
1093,180957.99241330448
864,270885.53129024984
2889,141546.50537906328
2308,213407.19759957935
986,141298.08078968636
1302,163236.09934920009
585,150081.32741546573
2708,135731.89168416505
147,138048.987311507
1441,239067.67961892972
383,179213.84928257804
285,156759.94337648194
181,126550.68550068903
358,190196.85208395612
780,167056.97087998717
258,188093.58145773335
1865,216459.6013327554
692,126194.48957913667
2902,309762.17228768807
508,290256.42419971677
2638,157104.76500965987
36,156948.51922986173
611,174629.61095721152
2281,126802.32243822137
1678,158903.1851556452
1696,413714.9497612137
1557,70772.74903808827
2180,143171.09537307842
1726,237168.1841459175
951,127840.32128109246
267,254453.53526819826
2706,135362.3537272994
2221,213042.6929204258
1357,186678.27633285304
2901,293237.9897432105
347,158968.67189840035
2164,212759.81431752615
1586,299757.7397295728
360,173498.17670926318
1769,230824.41354027018
2617,149201.64138305464
1879,188552.03746713538
991,208711.68240009353
1535,126585.40812227027
1191,185022.15294370012
1579,223201.14737523656
1882,127185.61787367034
1510,137972.9547158827
2196,193531.05403444314
1845,193091.93128331867
2336,346801.6052236162
942,101365.9693366946
861,103260.24087598007
2555,105959.77568801994
1392,155485.23848207726
2099,281156.8069573394
1543,122670.87696694117
948,276249.82738753955
1239,174104.99363892377
22,181319.60163638642
2796,270075.90012793755
2747,200749.70618372472
92,293034.5638359848
210,173141.3260818284
1858,221706.72153834935
2228,169926.40089737944
447,245803.42878421076
827,255473.76791058955
1649,207268.27422862372
682,136609.6793861396
2698,125675.5747893147
494,150189.21754962901
214,118715.15706830137
2441,266739.62962079543
2679,111614.97669160736
1336,112036.37870265098
465,199895.26651700953
1524,130720.93989156003
2543,120164.11610644063
631,151058.76051170658
2452,304787.66694856144
228,145859.72949830256
126,172780.41478445553
1092,224899.7653485478
1122,228497.5458462671
932,201185.04859879392
1980,82313.55480478144
2171,109227.81456635635
551,148960.1093200803
2768,177608.27181783045
2056,113486.03253944556
1159,347413.6008560523
2645,160222.20152094803
1174,197271.50784417542
2266,229117.31285523585
2462,371422.9005215587
1219,143000.13796565402
2922,212310.62330630596
118,149257.8451911862
474,201516.3831911229
2576,165903.30158306455
872,281556.10017362935
1077,238824.76682426536
1536,140054.9939698967
1150,121347.85170457984
2341,291888.34312105476
1931,151596.66401095846
2785,117296.92891222285
2538,122654.1284718856
597,214793.20030142978
464,213446.6935028302
233,233169.74353599295
2169,117491.75686445899
2123,160564.53910121683
1867,169313.3106289128
137,257253.22463877662
515,219615.72780341737
933,122230.79477380832
2784,164056.37285145355
972,160044.3536918641
599,171607.47413219203
2614,132844.132493263
2582,129326.13573968437
1409,170354.10106663566
175,134730.17838492995
352,211055.49328693215
976,88155.78490993122
2134,219854.33588377864
984,93639.83179279744
2396,326113.12733057316
1673,128340.95604359145
404,135187.39096358247
607,176313.65893902117
814,168286.85802578082
868,224816.4055355927
2271,212427.31771062163
1633,256453.082330067
337,217907.12612834922
2765,178514.65016256072
1746,247062.3963913574
368,316394.61979124777
2806,230296.80106482073
1662,189350.10456280777
1234,228623.94847657735
1373,129562.51710244175
1672,105459.68445578661
1939,114976.83383411793
